meter_id,class,parent,phases,nominal_voltage
749,triplex_load,node120C,CS,120.0
750,triplex_load,node120A,AS,120.0
751,triplex_load,node120B,BS,120.0
752,triplex_load,node120C,CS,120.0
753,triplex_load,node120A,AS,120.0
754,triplex_load,node120B,BS,120.0
755,triplex_load,node120C,CS,120.0
756,triplex_load,node120A,AS,120.0
757,triplex_load,node120B,BS,120.0
758,triplex_load,node120C,CS,120.0
759,triplex_load,node120A,AS,120.0
760,triplex_load,node120B,BS,120.0
761,triplex_load,node120C,CS,120.0
762,triplex_load,node120A,AS,120.0
763,triplex_load,node120B,BS,120.0
764,triplex_load,node120C,CS,120.0
765,triplex_load,node120A,AS,120.0
766,triplex_load,node120B,BS,120.0
767,triplex_load,node120C,CS,120.0
768,triplex_load,node120A,AS,120.0
769,triplex_load,node120B,BS,120.0
770,triplex_load,node120C,CS,120.0
771,triplex_load,node120A,AS,120.0
772,triplex_load,node120B,BS,120.0
773,triplex_load,node120C,CS,120.0
774,triplex_load,node120A,AS,120.0
775,triplex_load,node120B,BS,120.0
776,triplex_load,node120C,CS,120.0
777,triplex_load,node120A,AS,120.0
780,triplex_load,node120A,AS,120.0
781,triplex_load,node120B,BS,120.0
782,triplex_load,node120C,CS,120.0
783,triplex_load,node120A,AS,120.0
784,triplex_load,node120B,BS,120.0
785,triplex_load,node120C,CS,120.0
786,triplex_load,node120A,AS,120.0
787,triplex_load,node120B,BS,120.0
788,load,node480,ABC,480.0
789,triplex_load,node120A,AS,120.0
790,triplex_load,node120B,BS,120.0
791,triplex_load,node120C,CS,120.0
792,triplex_load,node120A,AS,120.0
793,triplex_load,node120B,BS,120.0
794,triplex_load,node120C,CS,120.0
795,load,node480,ABC,480.0
796,load,node480,ABC,480.0
797,triplex_load,node120C,CS,120.0
798,triplex_load,node120A,AS,120.0
799,load,node480,ABC,480.0
800,triplex_load,node120C,CS,120.0
801,triplex_load,node120A,AS,120.0
802,triplex_load,node120B,BS,120.0
803,triplex_load,node120C,CS,120.0
804,triplex_load,node120A,AS,120.0
805,triplex_load,node120B,BS,120.0
806,triplex_load,node120C,CS,120.0
807,triplex_load,node120A,AS,120.0
808,load,node480,ABC,480.0
809,triplex_load,node120C,CS,120.0
810,triplex_load,node120A,AS,120.0
811,triplex_load,node120B,BS,120.0
812,triplex_load,node120C,CS,120.0
813,load,node480,ABC,480.0
814,triplex_load,node120B,BS,120.0
815,triplex_load,node120C,CS,120.0
816,triplex_load,node120A,AS,120.0
817,load,node480,ABC,480.0
818,triplex_load,node120C,CS,120.0
819,load,node480,ABC,480.0
820,triplex_load,node120B,BS,120.0
821,triplex_load,node120C,CS,120.0
822,triplex_load,node120A,AS,120.0
823,triplex_load,node120B,BS,120.0
824,triplex_load,node120C,CS,120.0
825,triplex_load,node120A,AS,120.0
826,triplex_load,node120B,BS,120.0
827,triplex_load,node120C,CS,120.0
828,load,node480,ABC,480.0
829,triplex_load,node120B,BS,120.0
830,triplex_load,node120C,CS,120.0
831,triplex_load,node120A,AS,120.0
832,triplex_load,node120B,BS,120.0
833,triplex_load,node120C,CS,120.0
834,triplex_load,node120A,AS,120.0
835,triplex_load,node120B,BS,120.0
836,triplex_load,node120C,CS,120.0
837,triplex_load,node120A,AS,120.0
838,triplex_load,node120B,BS,120.0
839,triplex_load,node120C,CS,120.0
840,triplex_load,node120A,AS,120.0
841,triplex_load,node120B,BS,120.0
842,triplex_load,node120C,CS,120.0
843,triplex_load,node120A,AS,120.0
844,triplex_load,node120B,BS,120.0
845,triplex_load,node120C,CS,120.0
846,triplex_load,node120A,AS,120.0
847,triplex_load,node120B,BS,120.0
848,triplex_load,node120C,CS,120.0
849,triplex_load,node120A,AS,120.0
850,triplex_load,node120B,BS,120.0
851,triplex_load,node120C,CS,120.0
852,triplex_load,node120A,AS,120.0
853,triplex_load,node120B,BS,120.0
854,triplex_load,node120C,CS,120.0
855,triplex_load,node120A,AS,120.0
856,triplex_load,node120B,BS,120.0
857,triplex_load,node120C,CS,120.0
858,triplex_load,node120A,AS,120.0
859,triplex_load,node120B,BS,120.0
860,triplex_load,node120C,CS,120.0
861,triplex_load,node120A,AS,120.0
862,triplex_load,node120B,BS,120.0
863,triplex_load,node120C,CS,120.0
864,triplex_load,node120A,AS,120.0
865,triplex_load,node120B,BS,120.0
866,triplex_load,node120C,CS,120.0
867,triplex_load,node120A,AS,120.0
868,triplex_load,node120B,BS,120.0
869,triplex_load,node120C,CS,120.0
870,triplex_load,node120A,AS,120.0
871,triplex_load,node120B,BS,120.0
872,triplex_load,node120C,CS,120.0
873,triplex_load,node120A,AS,120.0
874,triplex_load,node120B,BS,120.0
875,triplex_load,node120C,CS,120.0
876,load,node480,ABC,480.0
877,triplex_load,node120B,BS,120.0
878,triplex_load,node120C,CS,120.0
879,triplex_load,node120A,AS,120.0
880,triplex_load,node120B,BS,120.0
881,triplex_load,node120C,CS,120.0
882,triplex_load,node120A,AS,120.0
883,triplex_load,node120B,BS,120.0
884,triplex_load,node120C,CS,120.0
885,triplex_load,node120A,AS,120.0
886,triplex_load,node120B,BS,120.0
887,triplex_load,node120C,CS,120.0
888,triplex_load,node120A,AS,120.0
889,triplex_load,node120B,BS,120.0
890,triplex_load,node120C,CS,120.0
891,triplex_load,node120A,AS,120.0
892,triplex_load,node120B,BS,120.0
893,triplex_load,node120C,CS,120.0
894,triplex_load,node120A,AS,120.0
895,triplex_load,node120B,BS,120.0
896,triplex_load,node120C,CS,120.0
897,triplex_load,node120A,AS,120.0
898,triplex_load,node120B,BS,120.0
899,triplex_load,node120C,CS,120.0
900,triplex_load,node120A,AS,120.0
901,triplex_load,node120B,BS,120.0
902,triplex_load,node120C,CS,120.0
903,triplex_load,node120A,AS,120.0
904,triplex_load,node120B,BS,120.0
905,load,node480,ABC,480.0
906,triplex_load,node120A,AS,120.0
907,triplex_load,node120B,BS,120.0
908,triplex_load,node120C,CS,120.0
909,triplex_load,node120A,AS,120.0
910,triplex_load,node120B,BS,120.0
911,triplex_load,node120C,CS,120.0
912,triplex_load,node120A,AS,120.0
913,triplex_load,node120B,BS,120.0
914,triplex_load,node120C,CS,120.0
915,triplex_load,node120A,AS,120.0
916,triplex_load,node120B,BS,120.0
917,triplex_load,node120C,CS,120.0
918,triplex_load,node120A,AS,120.0
919,triplex_load,node120B,BS,120.0
920,triplex_load,node120C,CS,120.0
921,triplex_load,node120A,AS,120.0
922,triplex_load,node120B,BS,120.0
923,triplex_load,node120C,CS,120.0
924,triplex_load,node120A,AS,120.0
925,triplex_load,node120B,BS,120.0
926,triplex_load,node120C,CS,120.0
927,triplex_load,node120A,AS,120.0
928,triplex_load,node120B,BS,120.0
929,triplex_load,node120C,CS,120.0
930,triplex_load,node120A,AS,120.0
931,triplex_load,node120B,BS,120.0
932,triplex_load,node120C,CS,120.0
933,triplex_load,node120A,AS,120.0
934,triplex_load,node120B,BS,120.0
935,triplex_load,node120C,CS,120.0
936,triplex_load,node120A,AS,120.0
937,triplex_load,node120B,BS,120.0
938,triplex_load,node120C,CS,120.0
939,triplex_load,node120A,AS,120.0
940,triplex_load,node120B,BS,120.0
941,triplex_load,node120C,CS,120.0
942,triplex_load,node120A,AS,120.0
943,triplex_load,node120B,BS,120.0
944,triplex_load,node120C,CS,120.0
945,triplex_load,node120A,AS,120.0
946,triplex_load,node120B,BS,120.0
947,triplex_load,node120C,CS,120.0
948,triplex_load,node120A,AS,120.0
949,triplex_load,node120B,BS,120.0
950,triplex_load,node120C,CS,120.0
951,triplex_load,node120A,AS,120.0
952,triplex_load,node120B,BS,120.0
953,triplex_load,node120C,CS,120.0
954,triplex_load,node120A,AS,120.0
955,triplex_load,node120B,BS,120.0
956,triplex_load,node120C,CS,120.0
957,triplex_load,node120A,AS,120.0
958,triplex_load,node120B,BS,120.0
959,triplex_load,node120C,CS,120.0
960,triplex_load,node120A,AS,120.0
961,triplex_load,node120B,BS,120.0
962,triplex_load,node120C,CS,120.0
963,triplex_load,node120A,AS,120.0
964,triplex_load,node120B,BS,120.0
965,triplex_load,node120C,CS,120.0
966,triplex_load,node120A,AS,120.0
967,triplex_load,node120B,BS,120.0
968,triplex_load,node120C,CS,120.0
969,triplex_load,node120A,AS,120.0
970,triplex_load,node120B,BS,120.0
971,triplex_load,node120C,CS,120.0
972,triplex_load,node120A,AS,120.0
973,triplex_load,node120B,BS,120.0
